Time,Healthy,Undetectable,Detectable
0,100,0,0
1,100,0,0
2,100,0,0
3,100,0,0
4,100,0,0
5,100,0,0
6,100,0,0
7,100,0,0
8,100,0,0
9,100,0,0
10,100,0,0
11,100,0,0
12,100,0,0
13,100,0,0
14,100,0,0
15,100,0,0
16,100,0,0
17,100,0,0
18,100,0,0
19,100,0,0
20,100,0,0
21,100,0,0
22,100,0,0
23,100,0,0
24,100,0,0
25,100,0,0
26,100,0,0
27,100,0,0
28,100,0,0
29,100,0,0
30,100,0,0
31,100,0,0
32,100,0,0
33,100,0,0
34,100,0,0
35,100,0,0
36,100,0,0
37,100,0,0
38,100,0,0
39,100,0,0
40,100,0,0
41,100,0,0
42,100,0,0
43,100,0,0
44,100,0,0
45,100,0,0
46,100,0,0
47,100,0,0
48,100,0,0
49,100,0,0
50,100,0,0
51,100,0,0
52,100,0,0
53,100,0,0
54,100,0,0
55,100,0,0
56,100,0,0
57,100,0,0
58,100,0,0
59,100,0,0
60,100,0,0
61,100,0,0
62,100,0,0
63,100,0,0
64,100,0,0
65,100,0,0
66,100,0,0
67,100,0,0
68,100,0,0
69,100,0,0
70,100,0,0
71,100,0,0
72,100,0,0
73,100,0,0
74,100,0,0
75,100,0,0
76,100,0,0
77,100,0,0
78,100,0,0
79,100,0,0
80,100,0,0
81,100,0,0
82,100,0,0
83,100,0,0
84,100,0,0
85,100,0,0
86,100,0,0
87,100,0,0
88,100,0,0
89,100,0,0
90,100,0,0
91,100,0,0
92,100,0,0
93,100,0,0
94,100,0,0
95,100,0,0
96,100,0,0
97,100,0,0
98,100,0,0
99,100,0,0
100,100,0,0
101,100,0,0
102,100,0,0
103,100,0,0
104,100,0,0
105,100,0,0
106,100,0,0
107,100,0,0
108,100,0,0
109,100,0,0
110,100,0,0
111,100,0,0
112,100,0,0
113,100,0,0
114,100,0,0
115,100,0,0
116,100,0,0
117,100,0,0
118,100,0,0
119,100,0,0
120,100,0,0
121,100,0,0
122,100,0,0
123,100,0,0
124,100,0,0
125,100,0,0
126,100,0,0
127,100,0,0
128,100,0,0
129,100,0,0
130,100,0,0
131,100,0,0
132,100,0,0
133,100,0,0
134,100,0,0
135,100,0,0
136,100,0,0
137,100,0,0
138,100,0,0
139,100,0,0
140,100,0,0
141,100,0,0
142,100,0,0
143,100,0,0
144,100,0,0
145,100,0,0
146,100,0,0
147,100,0,0
148,100,0,0
149,100,0,0
150,100,0,0
151,100,0,0
152,100,0,0
153,100,0,0
154,100,0,0
155,100,0,0
156,100,0,0
157,100,0,0
158,100,0,0
159,100,0,0
160,100,0,0
161,100,0,0
162,100,0,0
163,100,0,0
164,100,0,0
165,100,0,0
166,100,0,0
167,100,0,0
168,100,0,0
169,100,0,0
170,100,0,0
171,100,0,0
172,100,0,0
173,100,0,0
174,100,0,0
175,100,0,0
176,100,0,0
177,100,0,0
178,100,0,0
179,100,0,0
180,100,0,0
181,100,0,0
182,100,0,0
183,100,0,0
184,100,0,0
185,100,0,0
186,100,0,0
187,100,0,0
188,100,0,0
189,100,0,0
190,100,0,0
191,100,0,0
192,100,0,0
193,100,0,0
194,100,0,0
195,100,0,0
196,100,0,0
197,100,0,0
198,100,0,0
199,100,0,0
200,100,0,0
201,100,0,0
202,100,0,0
203,100,0,0
204,100,0,0
205,100,0,0
206,100,0,0
207,100,0,0
208,100,0,0
209,100,0,0
210,100,0,0
211,100,0,0
212,100,0,0
213,100,0,0
214,100,0,0
215,100,0,0
216,100,0,0
217,100,0,0
218,100,0,0
219,100,0,0
220,100,0,0
221,100,0,0
222,100,0,0
223,100,0,0
224,100,0,0
225,100,0,0
226,100,0,0
227,100,0,0
228,100,0,0
229,100,0,0
230,100,0,0
231,100,0,0
232,100,0,0
233,100,0,0
234,100,0,0
235,100,0,0
236,100,0,0
237,100,0,0
238,100,0,0
239,100,0,0
240,100,0,0
241,99,1,0
242,99,1,0
243,99,1,0
244,99,1,0
245,99,1,0
246,99,1,0
247,99,1,0
248,99,1,0
249,99,1,0
250,99,1,0
251,99,1,0
252,99,1,0
253,99,1,0
254,99,1,0
255,99,1,0
256,99,1,0
257,99,1,0
258,99,1,0
259,99,1,0
260,99,1,0
261,99,1,0
262,99,1,0
263,99,1,0
264,99,1,0
265,99,1,0
266,99,1,0
267,99,1,0
268,99,1,0
269,99,1,0
270,99,1,0
271,99,1,0
272,99,1,0
273,99,1,0
274,99,1,0
275,99,1,0
276,99,1,0
277,99,1,0
278,99,1,0
279,99,1,0
280,99,1,0
281,99,1,0
282,99,1,0
283,99,1,0
284,99,1,0
285,99,1,0
286,99,1,0
287,99,1,0
288,99,1,0
289,99,1,0
290,99,1,0
291,99,1,0
292,99,1,0
293,99,1,0
294,99,1,0
295,99,1,0
296,99,1,0
297,99,1,0
298,99,1,0
299,99,1,0
300,99,1,0
301,99,1,0
302,99,1,0
303,99,1,0
304,98,2,0
305,98,2,0
306,98,2,0
307,98,2,0
308,98,2,0
309,98,2,0
310,98,2,0
311,98,2,0
312,98,1,1
313,98,1,1
314,98,1,1
315,98,1,1
316,98,1,1
317,98,1,1
318,98,1,1
319,98,1,1
320,98,1,1
321,98,1,1
322,98,1,1
323,98,1,1
324,98,1,1
325,98,1,1
326,98,1,1
327,98,1,1
328,98,0,2
329,98,0,2
330,98,0,2
331,98,0,2
332,98,0,2
333,98,0,2
334,98,0,2
335,98,0,2
336,98,0,2
337,98,0,2
338,98,0,2
339,98,0,2
340,98,0,2
341,98,0,2
342,98,0,2
343,98,0,2
344,98,0,2
345,98,0,2
346,98,0,2
347,98,0,2
348,98,0,2
349,98,0,2
350,98,0,2
351,98,0,2
352,98,0,2
353,98,0,2
354,98,0,2
355,98,0,2
356,98,0,2
357,98,0,2
358,98,0,2
359,98,0,2
360,98,0,2
361,98,0,2
362,98,0,2
363,98,0,2
364,98,0,2
365,98,0,2
366,98,0,2
367,98,0,2
368,98,0,2
369,98,0,2
370,98,0,2
371,98,0,2
372,98,0,2
373,98,0,2
374,98,0,2
375,98,0,2
376,98,0,2
377,98,0,2
378,98,0,2
379,98,0,2
380,98,0,2
381,98,0,2
382,98,0,2
383,98,0,2
384,98,0,2
385,98,0,2
386,98,0,2
387,98,0,2
388,98,0,2
389,98,0,2
390,98,0,2
391,98,0,2
392,98,0,2
393,98,0,2
394,98,0,2
395,98,0,2
396,98,0,2
397,98,0,2
398,98,0,2
399,98,0,2
400,98,0,2
401,98,0,2
402,98,0,2
403,98,0,2
404,98,0,2
405,98,0,2
406,98,0,2
407,98,0,2
408,98,0,2
409,98,0,2
410,98,0,2
411,98,0,2
412,98,0,2
413,98,0,2
